IPC,ICAcess,ICmissRate,ICmisses,IChit,DCAcess,DCmissRate,DCmisses,DChit,ctrlmem0energy,ctrlmem1Energy,label
1.7726,3376487.0,0.0005,1779.0,3374708.0,1834578.0,0.001,1906.0,1832672.0,911125980.0,891232755.0,2.0
1.7966,3376873.0,0.0002,674.0,3376199.0,1771451.0,0.0005,960.0,1770491.0,865876155.0,859591695.0,2.0
1.7957,3376742.0,0.0002,731.0,3376011.0,1771434.0,0.0005,962.0,1770472.0,867001245.0,863360130.0,2.0
1.6132,3385542.0,0.0004,1504.0,3384038.0,1834861.0,0.0087,15969.0,1818892.0,2095145115.0,2086540500.0,2.0
1.742,3377956.0,0.0004,1312.0,3376644.0,1834588.0,0.0027,5033.0,1829555.0,1133731875.0,1121530305.0,2.0
1.7878,3377212.0,0.0003,1053.0,3376159.0,1834610.0,0.0009,1691.0,1832919.0,876722790.0,872557500.0,2.0
1.7731,3376595.0,0.0005,1730.0,3374865.0,1834595.0,0.001,1906.0,1832689.0,909741915.0,895361295.0,2.0
1.795,3376723.0,0.0003,845.0,3375878.0,1771463.0,0.0006,977.0,1770486.0,871272435.0,863637255.0,2.0
1.729,3376408.0,0.0006,1987.0,3374421.0,1834598.0,0.0021,3914.0,1830684.0,1159220895.0,1140468570.0,2.0
1.7734,3376610.0,0.0005,1721.0,3374889.0,1834593.0,0.001,1895.0,1832698.0,910683585.0,889121790.0,2.0
1.7873,3377179.0,0.0003,1067.0,3376112.0,1834607.0,0.0009,1701.0,1832906.0,875988675.0,873465525.0,2.0
1.7386,3387379.0,0.0003,1090.0,3386289.0,1772847.0,0.012,21293.0,1751554.0,910181325.0,909229125.0,2.0
1.5992,3382930.0,0.0007,2238.0,3380692.0,1833646.0,0.0077,14195.0,1819451.0,2121346620.0,2115211965.0,2.0
0.6843,3495874.0,0.0219,76566.0,3419308.0,2855587.0,0.0604,172588.0,2682999.0,5714330595.0,5551650300.0,3.0
0.8202,3499719.0,0.0164,57416.0,3442303.0,2841447.0,0.0547,155567.0,2685880.0,4624224795.0,4462470000.0,3.0
1.1993,3566883.0,0.0006,2072.0,3564811.0,2824158.0,0.0353,99820.0,2724338.0,2928460155.0,2929348620.0,3.0
0.7915,3498340.0,0.0218,76219.0,3422121.0,2835704.0,0.0553,156950.0,2678754.0,4721508645.0,4698992700.0,3.0
0.8853,3499310.0,0.0151,52953.0,3446357.0,2838865.0,0.0552,156761.0,2682104.0,4257866100.0,4206929760.0,3.0
0.6532,3500974.0,0.021,73437.0,3427537.0,2854220.0,0.0653,186467.0,2667753.0,5925387360.0,5692115160.0,3.0
1.1724,3563964.0,0.0012,4273.0,3559691.0,2823775.0,0.0402,113518.0,2710257.0,2998888455.0,3005738925.0,3.0
0.9664,3499805.0,0.013,45342.0,3454463.0,2831511.0,0.0449,127140.0,2704371.0,3748114020.0,3708023805.0,3.0
0.3442,3433185.0,0.0703,241490.0,3191695.0,2844023.0,0.0742,210906.0,2633117.0,12091219620.0,10699913925.0,3.0
0.6524,3492879.0,0.0277,96895.0,3395984.0,2844975.0,0.0641,182459.0,2662516.0,5932256820.0,5792552310.0,3.0
1.12,3566893.0,0.0009,3181.0,3563712.0,2832579.0,0.0441,124843.0,2707736.0,3258106860.0,3254252265.0,3.0
0.9447,3565241.0,0.0021,7656.0,3557585.0,2848963.0,0.0574,163477.0,2685486.0,4021215045.0,3988379910.0,3.0
1.008,3501758.0,0.0122,42561.0,3459197.0,2826318.0,0.0465,131506.0,2694812.0,3567342525.0,3590692245.0,3.0
0.4939,3489587.0,0.0374,130365.0,3359222.0,2859031.0,0.0719,205516.0,2653515.0,7965978675.0,7704361215.0,3.0
0.9591,3568048.0,0.0014,5084.0,3562964.0,2849052.0,0.0542,154320.0,2694732.0,3961467585.0,3946118535.0,3.0
1.0903,3565034.0,0.0015,5486.0,3559548.0,2833841.0,0.0496,140468.0,2693373.0,3374421930.0,3358184010.0,3.0
0.4516,3458873.0,0.0526,181822.0,3277051.0,2837106.0,0.0714,202557.0,2634549.0,9283595235.0,8355625155.0,3.0
0.2515,3421658.0,0.0989,338449.0,3083209.0,2858691.0,0.0826,236191.0,2622500.0,16531453620.0,14612204910.0,3.0
1.1535,3062248.0,0.0006,1948.0,3060300.0,2662375.0,0.1673,445288.0,2217087.0,3861409335.0,3865575105.0,4.0
1.212,3064255.0,0.0004,1234.0,3063021.0,2498873.0,0.162,404835.0,2094038.0,3370274115.0,3370229430.0,4.0
1.2153,3063291.0,0.0002,586.0,3062705.0,2502104.0,0.1323,331060.0,2171044.0,3311111850.0,3310425855.0,4.0
1.2095,3062791.0,0.0003,1039.0,3061752.0,2502049.0,0.1335,334061.0,2167988.0,3291640755.0,3305147160.0,4.0
1.2156,3064224.0,0.0004,1240.0,3062984.0,2498796.0,0.1628,406740.0,2092056.0,3357739080.0,3363951780.0,4.0
1.1613,3062250.0,0.0006,1875.0,3060375.0,2665010.0,0.1663,443075.0,2221935.0,3784704300.0,3784672635.0,4.0
1.217,3063252.0,0.0002,624.0,3062628.0,2502097.0,0.1323,331037.0,2171060.0,3271555530.0,3271176870.0,4.0
1.2158,3062944.0,0.0003,857.0,3062087.0,2502085.0,0.1323,331093.0,2170992.0,3288094875.0,3287468955.0,4.0
0.9314,3062209.0,0.0199,60875.0,3001334.0,2556547.0,0.1614,412542.0,2144005.0,4300668345.0,4230983295.0,4.0
1.2035,3064026.0,0.0005,1438.0,3062588.0,2498729.0,0.1635,408588.0,2090141.0,3361960050.0,3370908300.0,4.0
1.2193,3064599.0,0.0003,935.0,3063664.0,2498902.0,0.162,404819.0,2094083.0,3364438665.0,3364977135.0,4.0
1.1603,3062545.0,0.0005,1523.0,3061022.0,2663206.0,0.1665,443444.0,2219762.0,3838395300.0,3838500045.0,4.0
1.2148,3063018.0,0.0003,860.0,3062158.0,2502084.0,0.1329,332540.0,2169544.0,3274476795.0,3284134095.0,4.0
1.1554,3062086.0,0.0007,2147.0,3059939.0,2662765.0,0.1681,447644.0,2215121.0,3752626020.0,3759904080.0,4.0
1.16,3062555.0,0.0005,1500.0,3061055.0,2663239.0,0.1661,442490.0,2220749.0,3897964230.0,3897616755.0,4.0
1.2211,3064551.0,0.0003,966.0,3063585.0,2498865.0,0.162,404831.0,2094034.0,3350142750.0,3349792110.0,4.0
0.933,3062568.0,0.0197,60333.0,3002235.0,2557841.0,0.1318,337110.0,2220731.0,4168264350.0,4122511500.0,4.0
0.883,3061577.0,0.0202,61972.0,2999605.0,2703266.0,0.1669,451152.0,2252114.0,4832685555.0,4735674660.0,4.0
0.0869,2825.0,0.3473,981.0,1844.0,2734.0,0.2648,724.0,2010.0,30432675.0,27472065.0,5.0
0.1319,3181.0,0.1886,600.0,2581.0,2754.0,0.2171,598.0,2156.0,19584525.0,17785590.0,5.0
0.1776,3462.0,0.1129,391.0,3071.0,2709.0,0.1499,406.0,2303.0,13857420.0,12770235.0,5.0
0.1597,3397.0,0.1295,440.0,2957.0,2719.0,0.1545,420.0,2299.0,16338450.0,15282600.0,5.0
0.1291,3169.0,0.1947,617.0,2552.0,2748.0,0.2169,596.0,2152.0,19930965.0,18268785.0,5.0
0.0885,2841.0,0.3372,958.0,1883.0,2741.0,0.2641,724.0,2017.0,29963910.0,26805375.0,5.0
0.1776,3464.0,0.1126,390.0,3074.0,2709.0,0.1499,406.0,2303.0,13855140.0,12767955.0,5.0
0.1706,3443.0,0.1185,408.0,3035.0,2714.0,0.1514,411.0,2303.0,14551170.0,13756065.0,5.0
0.1149,3136.0,0.2159,677.0,2459.0,2760.0,0.2326,642.0,2118.0,23642535.0,21526815.0,5.0
0.1257,3147.0,0.2024,637.0,2510.0,2752.0,0.2195,604.0,2148.0,20730045.0,18901860.0,5.0
0.1342,3194.0,0.186,594.0,2600.0,2756.0,0.2163,596.0,2160.0,19226325.0,17207880.0,5.0
0.0896,2838.0,0.3362,954.0,1884.0,2737.0,0.2645,724.0,2013.0,29609460.0,26187450.0,5.0
0.1694,3449.0,0.1218,420.0,3029.0,2709.0,0.1513,410.0,2299.0,14627820.0,13594995.0,5.0
0.0854,2831.0,0.3486,987.0,1844.0,2742.0,0.2662,730.0,2012.0,31206510.0,28022610.0,5.0
0.0897,2840.0,0.3356,953.0,1887.0,2739.0,0.2643,724.0,2015.0,29588400.0,26163030.0,5.0
0.1341,3194.0,0.186,594.0,2600.0,2756.0,0.2163,596.0,2160.0,19233165.0,17214720.0,5.0
0.1477,3397.0,0.1369,465.0,2932.0,2722.0,0.1694,461.0,2261.0,18195135.0,16592175.0,5.0
0.079,2790.0,0.3695,1031.0,1759.0,2740.0,0.2745,752.0,1988.0,34399590.0,31069425.0,5.0
0.8466,3928118.0,0.0037,14690.0,3913428.0,3478312.0,0.0109,37988.0,3440324.0,4097774520.0,4072561050.0,6.0
0.854,3942861.0,0.0022,8855.0,3934006.0,3466827.0,0.0109,37712.0,3429115.0,3997977690.0,4086570690.0,6.0
0.9658,3940791.0,0.0003,1200.0,3939591.0,3448411.0,0.0029,10148.0,3438263.0,3393733635.0,2807388765.0,6.0
0.7045,3924102.0,0.0085,33358.0,3890744.0,3454003.0,0.0248,85653.0,3368350.0,5037613470.0,5059302465.0,6.0
0.8823,3929239.0,0.0026,10374.0,3918865.0,3453037.0,0.0097,33370.0,3419667.0,3852208545.0,3854108520.0,6.0
0.8347,3943508.0,0.0028,10990.0,3932518.0,3489350.0,0.0124,43368.0,3445982.0,4152108360.0,4224876390.0,6.0
0.9443,3933880.0,0.0014,5697.0,3928183.0,3449172.0,0.0038,13063.0,3436109.0,3484920975.0,3289156845.0,6.0
0.8798,3936222.0,0.0022,8670.0,3927552.0,3449742.0,0.0085,29431.0,3420311.0,3848212410.0,3944868375.0,6.0
0.4883,3799213.0,0.0267,101595.0,3697618.0,3433240.0,0.0401,137503.0,3295737.0,7315918785.0,7959670170.0,6.0
0.6771,4006021.0,0.0072,28766.0,3977255.0,3475287.0,0.0237,82304.0,3392983.0,5255089215.0,5299330365.0,6.0
0.9469,3941910.0,0.0005,2008.0,3939902.0,3466302.0,0.0058,20138.0,3446164.0,3526085190.0,3263782935.0,6.0
0.8817,3934284.0,0.0027,10517.0,3923767.0,3488478.0,0.0081,28271.0,3460207.0,3906918810.0,3830073660.0,6.0
0.9081,3844702.0,0.005,19409.0,3825293.0,3435233.0,0.0098,33563.0,3401670.0,3670562955.0,3692513805.0,6.0
0.7002,3911920.0,0.0102,39941.0,3871979.0,3479477.0,0.0161,56010.0,3423467.0,5050961520.0,5254413375.0,6.0
0.9237,3940412.0,0.0008,3271.0,3937141.0,3488811.0,0.0078,27159.0,3461652.0,3704257770.0,3546904605.0,6.0
0.9132,3937050.0,0.0019,7338.0,3929712.0,3466402.0,0.0063,21940.0,3444462.0,3693768195.0,3628799955.0,6.0
0.5434,3902229.0,0.029,113056.0,3789173.0,3467420.0,0.0446,154507.0,3312913.0,6601264575.0,7020744255.0,6.0
0.4283,3784633.0,0.0392,148429.0,3636204.0,3472088.0,0.0275,95607.0,3376481.0,8217536385.0,9199627110.0,6.0
0.7817,3334846.0,0.0003,1108.0,3333738.0,3334091.0,0.5001,1667286.0,1666805.0,5841838050.0,5908203795.0,7.0
0.4544,3335235.0,0.0002,694.0,3334541.0,3334055.0,0.4997,1665927.0,1668128.0,7231930395.0,7204023240.0,7.0
0.7393,3335572.0,0.0001,433.0,3335139.0,3334026.0,0.2499,833059.0,2500967.0,4824784110.0,4811616825.0,7.0
0.7326,3335584.0,0.0002,509.0,3335075.0,3334088.0,0.2519,839763.0,2494325.0,4537460325.0,5192416500.0,7.0
0.4513,3335261.0,0.0002,710.0,3334551.0,3334068.0,0.5,1667173.0,1666895.0,7803128325.0,7983658140.0,7.0
0.7789,3334830.0,0.0003,1104.0,3333726.0,3334086.0,0.4997,1666061.0,1668025.0,5529070155.0,5506099350.0,7.0
0.7345,3335540.0,0.0001,446.0,3335094.0,3334024.0,0.2499,833060.0,2500964.0,4855000695.0,4840445310.0,7.0
0.7369,3335516.0,0.0001,472.0,3335044.0,3334035.0,0.2499,833077.0,2500958.0,4531293495.0,4515740100.0,7.0
0.4538,3335087.0,0.0002,816.0,3334271.0,3334052.0,0.5012,1670876.0,1663176.0,7071362955.0,8455705635.0,7.0
0.4538,3335183.0,0.0002,730.0,3334453.0,3334048.0,0.5004,1668390.0,1665658.0,7298486010.0,7940021625.0,7.0
0.4527,3335292.0,0.0002,659.0,3334633.0,3334050.0,0.4997,1665925.0,1668125.0,7805214540.0,7803803670.0,7.0
0.7816,3334885.0,0.0003,1075.0,3333810.0,3334082.0,0.4997,1666055.0,1668027.0,5853291510.0,5832390810.0,7.0
0.7346,3335616.0,0.0001,493.0,3335123.0,3334080.0,0.2509,836435.0,2497645.0,4841375460.0,4965222585.0,7.0
0.7804,3334839.0,0.0003,1135.0,3333704.0,3334102.0,0.5004,1668517.0,1665585.0,5523656415.0,6172253595.0,7.0
0.7779,3334899.0,0.0003,1066.0,3333833.0,3334081.0,0.4997,1666056.0,1668025.0,5873858775.0,5893466430.0,7.0
0.4522,3335269.0,0.0002,667.0,3334602.0,3334051.0,0.4997,1665925.0,1668126.0,7864631010.0,7752562905.0,7.0
0.7301,3335497.0,0.0002,582.0,3334915.0,3334104.0,0.2539,846436.0,2487668.0,4454901420.0,5229453600.0,7.0
0.7793,3334691.0,0.0004,1256.0,3333435.0,3334090.0,0.5012,1670978.0,1663112.0,5437176915.0,6167374350.0,7.0
1.1034,3076107.0,0.0214,65849.0,3010258.0,2649594.0,0.0073,19340.0,2630254.0,3123971040.0,3137026605.0,8.0
1.1863,3085420.0,0.0185,57110.0,3028310.0,2619272.0,0.0071,18573.0,2600699.0,2900430240.0,2881013805.0,8.0
1.6411,3129977.0,0.001,3267.0,3126710.0,2612350.0,0.0034,8925.0,2603425.0,1699088160.0,1983189000.0,8.0
0.8855,3114754.0,0.0299,93217.0,3021537.0,2628454.0,0.0243,63870.0,2564584.0,4230987960.0,3957841650.0,8.0
1.2214,3073094.0,0.0188,57838.0,3015256.0,2631759.0,0.0068,17876.0,2613883.0,2750543145.0,2793920295.0,8.0
1.1357,3094094.0,0.0163,50547.0,3043547.0,2635874.0,0.0078,20611.0,2615263.0,3128843760.0,3092478180.0,8.0
1.5122,3104891.0,0.0059,18434.0,3086457.0,2616890.0,0.0037,9593.0,2607297.0,1949203725.0,2153700255.0,8.0
1.2026,3074100.0,0.0209,64267.0,3009833.0,2620509.0,0.0046,12032.0,2608477.0,2689564830.0,2751532080.0,8.0
0.3426,3068430.0,0.0863,264854.0,2803576.0,2639712.0,0.0305,80391.0,2559321.0,12617183040.0,10371568860.0,8.0
0.7585,3098194.0,0.0357,110613.0,2987581.0,2632747.0,0.0241,63438.0,2569309.0,5067613665.0,4677773505.0,8.0
1.6162,3127743.0,0.0012,3758.0,3123985.0,2614138.0,0.0064,16643.0,2597495.0,1845843270.0,2067948270.0,8.0
1.4824,3104983.0,0.0065,20101.0,3084882.0,2635215.0,0.0069,18316.0,2616899.0,2065669020.0,2285172060.0,8.0
1.2592,3074553.0,0.0186,57324.0,3017229.0,2632438.0,0.0043,11358.0,2621080.0,2397060480.0,2611201095.0,8.0
0.7401,3095824.0,0.0371,114956.0,2980868.0,2653969.0,0.0192,50941.0,2603028.0,5116856880.0,4850462835.0,8.0
1.6031,3135861.0,0.0007,2177.0,3133684.0,2630071.0,0.0067,17597.0,2612474.0,1868036850.0,2108000130.0,8.0
1.5035,3102931.0,0.0062,19188.0,3083743.0,2618790.0,0.0065,17018.0,2601772.0,1984360695.0,2230369530.0,8.0
0.3988,3080154.0,0.0673,207304.0,2872850.0,2632166.0,0.0344,90438.0,2541728.0,11041743345.0,8860616565.0,8.0
0.2851,3068939.0,0.1067,327609.0,2741330.0,2655672.0,0.0257,68166.0,2587506.0,14895404880.0,12479577525.0,8.0
1.8819,3277887.0,0.0005,1731.0,3276156.0,3430354.0,0.0016,5655.0,3424699.0,903816585.0,859216200.0,9.0
1.7202,3280695.0,0.0003,1090.0,3279605.0,3370197.0,0.0076,25654.0,3344543.0,2005737450.0,918998205.0,9.0
1.8735,3280545.0,0.0002,608.0,3279937.0,3392700.0,0.0041,13995.0,3378705.0,853647525.0,836373120.0,9.0
1.6959,3296279.0,0.0002,746.0,3295533.0,3352056.0,0.0375,125829.0,3226227.0,953840640.0,933074430.0,9.0
1.8921,3278989.0,0.0003,1092.0,3277897.0,3416931.0,0.0022,7483.0,3409448.0,865805160.0,838904955.0,9.0
1.7211,3279381.0,0.0005,1740.0,3277641.0,3390396.0,0.0062,20976.0,3369420.0,2025027945.0,933218640.0,9.0
1.8774,3280443.0,0.0002,645.0,3279798.0,3396453.0,0.0039,13264.0,3383189.0,852673830.0,835017315.0,9.0
1.8006,3281584.0,0.0002,701.0,3280883.0,3356865.0,0.0104,34840.0,3322025.0,904280040.0,878189175.0,9.0
1.4078,3306052.0,0.0004,1312.0,3304740.0,3329105.0,0.0577,192009.0,3137096.0,2624689815.0,2359848105.0,9.0
1.6204,3294383.0,0.0003,1151.0,3293232.0,3358340.0,0.0299,100265.0,3258075.0,2143096965.0,2058012885.0,9.0
1.8672,3279695.0,0.0003,987.0,3278708.0,3397063.0,0.0041,14092.0,3382971.0,871550175.0,844630485.0,9.0
1.8839,3278023.0,0.0005,1675.0,3276348.0,3430366.0,0.0016,5602.0,3424764.0,902577645.0,857417325.0,9.0
1.8812,3280254.0,0.0002,683.0,3279571.0,3401378.0,0.0032,10799.0,3390579.0,851666490.0,836368995.0,9.0
1.4887,3289515.0,0.0006,1816.0,3287699.0,3362282.0,0.0279,93927.0,3268355.0,2393712180.0,2277611625.0,9.0
1.8857,3278086.0,0.0005,1629.0,3276457.0,3430371.0,0.0016,5599.0,3424772.0,897883500.0,855070440.0,9.0
1.8857,3279250.0,0.0003,1026.0,3278224.0,3410296.0,0.0029,10040.0,3400256.0,864758700.0,838658940.0,9.0
1.6312,3299362.0,0.0003,903.0,3298459.0,3322496.0,0.0598,198652.0,3123844.0,996877620.0,970873860.0,9.0
1.2468,3311334.0,0.0006,2034.0,3309300.0,3323946.0,0.065,216066.0,3107880.0,3149826105.0,2700412920.0,9.0
0.1593,3229536.0,0.0003,1099.0,3228437.0,8479319.0,0.9628,8163993.0,315326.0,28789288365.0,28789656810.0,10.0
0.0925,3230079.0,0.0002,699.0,3229380.0,8478952.0,0.9612,8150033.0,328919.0,35269719735.0,35264966580.0,10.0
0.1649,3230270.0,0.0001,404.0,3229866.0,8479000.0,0.4809,4077415.0,4401585.0,21838123215.0,21835491990.0,10.0
0.1641,3230501.0,0.0001,473.0,3230028.0,8479122.0,0.4813,4081401.0,4397721.0,20857932360.0,20854283010.0,10.0
0.0919,3230180.0,0.0002,693.0,3229487.0,8479190.0,0.9613,8151372.0,327818.0,37802861385.0,37806102210.0,10.0
0.1604,3229323.0,0.0003,1093.0,3228230.0,8479307.0,0.9627,8163247.0,316060.0,26937392685.0,26934805665.0,10.0
0.1649,3230240.0,0.0001,418.0,3229822.0,8479002.0,0.4809,4077439.0,4401563.0,21787114050.0,21783321720.0,10.0
0.1646,3230250.0,0.0001,432.0,3229818.0,8479007.0,0.4809,4077480.0,4401527.0,20858775810.0,20855280165.0,10.0
0.0929,3230189.0,0.0002,759.0,3229430.0,8479170.0,0.9618,8155314.0,323856.0,34686237360.0,34693937265.0,10.0
0.0925,3230141.0,0.0002,731.0,3229410.0,8479192.0,0.9615,8152922.0,326270.0,35912752575.0,35312904555.0,10.0
0.0923,3230099.0,0.0002,673.0,3229426.0,8478948.0,0.9612,8149980.0,328968.0,37705118985.0,37702767225.0,10.0
0.1608,3229302.0,0.0003,1088.0,3228214.0,8479300.0,0.9627,8163204.0,316096.0,28665081375.0,28660280025.0,10.0
0.1635,3230520.0,0.0001,440.0,3230080.0,8479135.0,0.4811,4079317.0,4399818.0,22086274425.0,22089425250.0,10.0
0.1593,3229567.0,0.0003,1116.0,3228451.0,8479304.0,0.9629,8164959.0,314345.0,27046685475.0,27051334230.0,10.0
0.1604,3229322.0,0.0003,1073.0,3228249.0,8479301.0,0.9627,8163186.0,316115.0,28807226280.0,28804461450.0,10.0
0.0925,3230103.0,0.0002,684.0,3229419.0,8478949.0,0.9612,8150021.0,328928.0,37703483475.0,37698584265.0,10.0
0.1642,3230556.0,0.0001,486.0,3230070.0,8479130.0,0.4818,4084996.0,4394134.0,20344157415.0,20345396370.0,10.0
0.1602,3229641.0,0.0004,1147.0,3228494.0,8479290.0,0.9631,8166268.0,313022.0,26490840210.0,26497170105.0,10.0
0.1247,2632900.0,0.0006,1662.0,2631238.0,8878102.0,0.7694,6830498.0,2047604.0,44542563870.0,44592993885.0,11.0
0.1847,2633635.0,0.0003,898.0,2632737.0,8630231.0,0.6927,5977848.0,2652383.0,28593696585.0,28563700320.0,11.0
0.186,2633987.0,0.0002,498.0,2633489.0,8513906.0,0.4764,4056145.0,4457761.0,24928136175.0,24925083330.0,11.0
0.1773,2633434.0,0.0004,925.0,2632509.0,8509796.0,0.5598,4763570.0,3746226.0,26125478040.0,26092438350.0,11.0
0.1821,2633413.0,0.0004,1106.0,2632307.0,8631069.0,0.6908,5962411.0,2668658.0,29370521325.0,29368362330.0,11.0
0.1257,2633169.0,0.0005,1437.0,2631732.0,8877742.0,0.7695,6831812.0,2045930.0,43435650585.0,43456582125.0,11.0
0.1865,2633938.0,0.0002,563.0,2633375.0,8513704.0,0.4771,4062085.0,4451619.0,24859620780.0,24840096120.0,11.0
0.184,2633808.0,0.0002,615.0,2633193.0,8513496.0,0.4748,4042041.0,4471455.0,24908193510.0,24911876970.0,11.0
0.1741,2632944.0,0.0006,1536.0,2631408.0,8627208.0,0.7469,6443618.0,2183590.0,30198453210.0,30192391200.0,11.0
0.1775,2633205.0,0.0005,1247.0,2631958.0,8628369.0,0.7269,6271828.0,2356541.0,29908378275.0,29907925380.0,11.0
0.1855,2633804.0,0.0003,796.0,2633008.0,8630230.0,0.6917,5969521.0,2660709.0,28848699525.0,28803586845.0,11.0
0.1258,2633234.0,0.0005,1399.0,2631835.0,8877907.0,0.7696,6832221.0,2045686.0,43961900400.0,44058379695.0,11.0
